0,1,2,3,4,5
"Saintes , with Gallo-Roman remains , a beautiful Romanesque abbey and an atmospheric medieval quarter , is 17 miles south of St Jean ; 15-odd miles to the north-west is Surgeres , all of whose public buildings , including an engagingly asymmetrical church , are within the 16th-century castle walls , scattered among beautiful gardens and parkland Ã¢ÂÂ perfect for picnicking .",0,28,north-west,NOUN,"to, toward, or in the northwest<FF>"
"Saintes , with Gallo-Roman remains , a beautiful Romanesque abbey and an atmospheric medieval quarter , is 17 miles south of St Jean ; 15-odd miles to the north-west is Surgeres , all of whose public buildings , including an engagingly asymmetrical church , are within the 16th-century castle walls , scattered among beautiful gardens and parkland Ã¢ÂÂ perfect for picnicking .",0,36,buildings,NOUN,a structure that has a roof and walls and stands more or less permanently in one place<FF>the act of constructing something<FF>the commercial activity involved in repairing old structures or constructing new ones<FF>the occupants of a building<FF>
"Saintes , with Gallo-Roman remains , a beautiful Romanesque abbey and an atmospheric medieval quarter , is 17 miles south of St Jean ; 15-odd miles to the north-west is Surgeres , all of whose public buildings , including an engagingly asymmetrical church , are within the 16th-century castle walls , scattered among beautiful gardens and parkland Ã¢ÂÂ perfect for picnicking .",0,42,church,NOUN,one of the groups of Christians who have their own beliefs and forms of worship<FF>a place for public (especially Christian) worship<FF>a service conducted in a house of worship<FF>the body of people who attend or belong to a particular local church<FF>
"Saintes , with Gallo-Roman remains , a beautiful Romanesque abbey and an atmospheric medieval quarter , is 17 miles south of St Jean ; 15-odd miles to the north-west is Surgeres , all of whose public buildings , including an engagingly asymmetrical church , are within the 16th-century castle walls , scattered among beautiful gardens and parkland Ã¢ÂÂ perfect for picnicking .",0,47,16th-century,NOUN,16th-century<FF>
"Saintes , with Gallo-Roman remains , a beautiful Romanesque abbey and an atmospheric medieval quarter , is 17 miles south of St Jean ; 15-odd miles to the north-west is Surgeres , all of whose public buildings , including an engagingly asymmetrical church , are within the 16th-century castle walls , scattered among beautiful gardens and parkland Ã¢ÂÂ perfect for picnicking .",0,49,walls,NOUN,an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure<FF>anything that suggests a wall in structure or function or effect<FF>(anatomy) a layer (a lining or membrane) that encloses a structure<FF>a difficult or awkward situation<FF>a vertical (or almost vertical) smooth rock face (as of a cave or mountain)<FF>a layer of material that encloses space<FF>a masonry fence (as around an estate or garden)<FF>an embankment built around a space for defensive purposes<FF>
"Saintes , with Gallo-Roman remains , a beautiful Romanesque abbey and an atmospheric medieval quarter , is 17 miles south of St Jean ; 15-odd miles to the north-west is Surgeres , all of whose public buildings , including an engagingly asymmetrical church , are within the 16th-century castle walls , scattered among beautiful gardens and parkland Ã¢ÂÂ perfect for picnicking .",0,54,gardens,NOUN,a plot of ground where plants are cultivated<FF>the flowers or vegetables or fruits or herbs that are cultivated in a garden<FF>a yard or lawn adjoining a house<FF>
"Saintes , with Gallo-Roman remains , a beautiful Romanesque abbey and an atmospheric medieval quarter , is 17 miles south of St Jean ; 15-odd miles to the north-west is Surgeres , all of whose public buildings , including an engagingly asymmetrical church , are within the 16th-century castle walls , scattered among beautiful gardens and parkland Ã¢ÂÂ perfect for picnicking .",0,56,parkland,NOUN,a large area of land preserved in its natural state as public property<FF>
"The villagers ' main hobby seems to be fishing with peculiar , saucer-shaped nets suspended from precariously-perched bankside huts .",0,1,villagers,NOUN,one who has lived in a village most of their life<FF>
"The villagers ' main hobby seems to be fishing with peculiar , saucer-shaped nets suspended from precariously-perched bankside huts .",0,4,hobby,NOUN,an auxiliary activity<FF>a child's plaything consisting of an imitation horse mounted on rockers; the child straddles it and pretends to ride<FF>small Old World falcon formerly trained and flown at small birds<FF>
"The villagers ' main hobby seems to be fishing with peculiar , saucer-shaped nets suspended from precariously-perched bankside huts .",0,13,nets,NOUN,a computer network consisting of a worldwide network of computer networks that use the TCP/IP network protocols to facilitate data transmission and exchange<FF>a trap made of netting to catch fish or birds or insects<FF>the excess of revenues over outlays in a given period of time (including depreciation and other non-cash expenses)<FF>a goal lined with netting (as in soccer or hockey)<FF>game equipment consisting of a strip of netting dividing the playing area in tennis or badminton<FF>an open fabric of string or rope or wire woven together at regular intervals<FF>
"The villagers ' main hobby seems to be fishing with peculiar , saucer-shaped nets suspended from precariously-perched bankside huts .",0,17,bankside,NOUN,bankside<FF>
"The villagers ' main hobby seems to be fishing with peculiar , saucer-shaped nets suspended from precariously-perched bankside huts .",0,18,huts,NOUN,temporary military shelter<FF>small crude shelter used as a dwelling<FF>
One fisherman waxed lyrical about the variety of fish in the river .,0,1,fisherman,NOUN,someone whose occupation is catching fish<FF>
One fisherman waxed lyrical about the variety of fish in the river .,0,6,variety,NOUN,a collection containing a variety of sorts of things<FF>noticeable heterogeneity<FF>(biology) a taxonomic category consisting of members of a species that differ from others of the same species in minor but heritable characteristics<FF>a show consisting of a series of short unrelated performances<FF>a category of things distinguished by some common characteristic or quality<FF>a difference that is usually pleasant<FF>
One fisherman waxed lyrical about the variety of fish in the river .,0,8,fish,NOUN,any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills<FF>the flesh of fish used as food<FF>(astrology) a person who is born while the sun is in Pisces<FF>the twelfth sign of the zodiac; the sun is in this sign from about February 19 to March 20<FF>
One fisherman waxed lyrical about the variety of fish in the river .,0,11,river,NOUN,a large natural stream of water (larger than a creek)<FF>
"Ã¢ÂÂ Even salmon , he assured me , Ã¢ÂÂ but of course those are protected and must be thrown back .",0,0,Ã¢ÂÂ,NOUN,Ã¢ÂÂ<FF>
"Ã¢ÂÂ Even salmon , he assured me , Ã¢ÂÂ but of course those are protected and must be thrown back .",0,2,salmon,NOUN,any of various large food and game fishes of northern waters; usually migrate from salt to fresh water to spawn<FF>a tributary of the Snake River in Idaho<FF>flesh of any of various marine or freshwater fish of the family Salmonidae<FF>a pale pinkish orange color<FF>
"Ã¢ÂÂ Even salmon , he assured me , Ã¢ÂÂ but of course those are protected and must be thrown back .",0,8,Ã¢ÂÂ,NOUN,Ã¢ÂÂ<FF>
"Ã¢ÂÂ Even salmon , he assured me , Ã¢ÂÂ but of course those are protected and must be thrown back .",0,11,course,NOUN,education imparted in a series of lessons or meetings<FF>a connected series of events or actions or developments<FF>general line of orientation<FF>a mode of action<FF>a line or route along which something travels or moves<FF>a body of students who are taught together<FF>part of a meal served at one time<FF>(construction) a layer of masonry<FF>facility consisting of a circumscribed area of land or water laid out for a sport<FF>
"But Aulnay , just over 10 miles north-east of St Jean , is probably the best , its unassuming architecture a perfect frame for the sheer artistry of the carvings round its doors and windows .",0,6,miles,NOUN,"a unit of length equal to 1,760 yards or 5,280 feet; exactly 1609.344 meters<FF>a unit of length used in navigation; exactly 1,852 meters; historically based on the distance spanned by one minute of arc in latitude<FF>a large distance<FF>a former British unit of length once used in navigation; equivalent to 6,000 feet (1828.8 meters)<FF>a former British unit of length equivalent to 6,080 feet (1,853.184 meters); 800 feet longer than a statute mile<FF>an ancient Roman unit of length equivalent to 1620 yards<FF>a Swedish unit of length equivalent to 10 km<FF>a footrace extending one mile<FF>"
"But Aulnay , just over 10 miles north-east of St Jean , is probably the best , its unassuming architecture a perfect frame for the sheer artistry of the carvings round its doors and windows .",0,7,north-east,NOUN,"to, toward, or in the northeast<FF>"
"But Aulnay , just over 10 miles north-east of St Jean , is probably the best , its unassuming architecture a perfect frame for the sheer artistry of the carvings round its doors and windows .",0,19,architecture,NOUN,an architectural product or work<FF>the discipline dealing with the principles of design and construction and ornamentation of fine buildings<FF>the profession of designing buildings and environments with consideration for their esthetic effect<FF>(computer science) the structure and organization of a computer's hardware or system software<FF>
"But Aulnay , just over 10 miles north-east of St Jean , is probably the best , its unassuming architecture a perfect frame for the sheer artistry of the carvings round its doors and windows .",1,22,frame,NOUN,"the framework for a pair of eyeglasses<FF>a single one of a series of still transparent pictures forming a cinema, television or video film<FF>alternative names for the body of a human being<FF>(baseball) one of nine divisions of play during which each team has a turn at bat<FF>a single drawing in a comic_strip<FF>an application that divides the user's display into two or more windows that can be scrolled independently<FF>a system of assumptions and standards that sanction behavior and give it meaning<FF>the hard structure (bones and cartilages) that provides a frame for the body of an animal<FF>the internal supporting structure that gives an artifact its shape<FF>a framework that supports and protects a picture or a mirror<FF>one of the ten divisions into which bowling is divided<FF>"
"But Aulnay , just over 10 miles north-east of St Jean , is probably the best , its unassuming architecture a perfect frame for the sheer artistry of the carvings round its doors and windows .",0,26,artistry,NOUN,a superior skill that you can learn by study and practice and observation<FF>
"But Aulnay , just over 10 miles north-east of St Jean , is probably the best , its unassuming architecture a perfect frame for the sheer artistry of the carvings round its doors and windows .",0,29,carvings,NOUN,a sculpture created by removing material (as wood or ivory or stone) in order to create a desired shape<FF>removing parts from hard material to create a desired pattern or shape<FF>creating figures or designs in three dimensions<FF>
"But Aulnay , just over 10 miles north-east of St Jean , is probably the best , its unassuming architecture a perfect frame for the sheer artistry of the carvings round its doors and windows .",0,32,doors,NOUN,a swinging or sliding barrier that will close the entrance to a room or building or vehicle<FF>the entrance (the space in a wall) through which you enter or leave a room or building; the space that a door can close<FF>anything providing a means of access (or escape)<FF>a structure where people live or work (usually ordered along a street or road)<FF>a room that is entered via a door<FF>
"But Aulnay , just over 10 miles north-east of St Jean , is probably the best , its unassuming architecture a perfect frame for the sheer artistry of the carvings round its doors and windows .",0,34,windows,NOUN,(trademark) an operating system with a graphical user interface<FF>a framework of wood or metal that contains a glass windowpane and is built into a wall or roof to admit light or air<FF>a transparent opening in a vehicle that allow vision out of the sides or back; usually is capable of being opened<FF>a transparent panel (as of an envelope) inserted in an otherwise opaque material<FF>an opening that resembles a window in appearance or function<FF>the time period that is considered best for starting or finishing something<FF>a pane of glass in a window<FF>an opening in a wall or screen that admits light and air and through which customers can be served<FF>(computer science) a rectangular part of a computer screen that contains a display different from the rest of the screen<FF>
"Biblical motifs recur Ã¢ÂÂ some art-experts call them sermons in stone , and their messages would certainly have been clear to the often-illiterate medieval pilgrims trudging to Santiago de Compostela in Spain .",1,1,motifs,NOUN,"a design or figure that consists of recurring shapes or colors, as in architecture or decoration<FF>a theme that is repeated or elaborated in a piece of music<FF>a unifying idea that is a recurrent element in literary or artistic work<FF>"
"Biblical motifs recur Ã¢ÂÂ some art-experts call them sermons in stone , and their messages would certainly have been clear to the often-illiterate medieval pilgrims trudging to Santiago de Compostela in Spain .",0,2,recur,NOUN,happen or occur again<FF>
"Biblical motifs recur Ã¢ÂÂ some art-experts call them sermons in stone , and their messages would certainly have been clear to the often-illiterate medieval pilgrims trudging to Santiago de Compostela in Spain .",0,5,art-experts,NOUN,art-experts<FF>
"Biblical motifs recur Ã¢ÂÂ some art-experts call them sermons in stone , and their messages would certainly have been clear to the often-illiterate medieval pilgrims trudging to Santiago de Compostela in Spain .",1,8,sermons,NOUN,an address of a religious nature (usually delivered during a church service)<FF>a moralistic rebuke<FF>
"Biblical motifs recur Ã¢ÂÂ some art-experts call them sermons in stone , and their messages would certainly have been clear to the often-illiterate medieval pilgrims trudging to Santiago de Compostela in Spain .",1,10,stone,NOUN,a lump or mass of hard consolidated mineral matter<FF>building material consisting of a piece of rock hewn in a definite shape for a special purpose<FF>material consisting of the aggregate of minerals like those making up the Earth's crust<FF>a crystalline rock that can be cut and polished for jewelry<FF>an avoirdupois unit used to measure the weight of a human body; equal to 14 pounds<FF>the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed<FF>United States jurist who was named chief justice of the United States Supreme Court in 1941 by Franklin D. Roosevelt (1872-1946)<FF>United States filmmaker (born in 1946)<FF>United States feminist and suffragist (1818-1893)<FF>United States journalist who advocated liberal causes (1907-1989)<FF>United States jurist who served on the United States Supreme Court as chief justice (1872-1946)<FF>United States architect (1902-1978)<FF>a lack of feeling or expression or movement<FF>
"Biblical motifs recur Ã¢ÂÂ some art-experts call them sermons in stone , and their messages would certainly have been clear to the often-illiterate medieval pilgrims trudging to Santiago de Compostela in Spain .",1,14,messages,NOUN,a communication (usually brief) that is written or spoken or signaled<FF>what a communication that is about something is about<FF>
"Biblical motifs recur Ã¢ÂÂ some art-experts call them sermons in stone , and their messages would certainly have been clear to the often-illiterate medieval pilgrims trudging to Santiago de Compostela in Spain .",0,24,pilgrims,NOUN,someone who journeys in foreign lands<FF>one of the colonists from England who sailed to America on the Mayflower and founded the colony of Plymouth in New England in 1620<FF>someone who journeys to a sacred place as an act of religious devotion<FF>
"But these themes are always interspersed with more fanciful ones : grimacing masks , weird animals , exuberant abstract patterns .",0,2,themes,NOUN,the subject matter of a conversation or discussion<FF>a unifying idea that is a recurrent element in literary or artistic work<FF>(music) melodic subject of a musical composition<FF>an essay (especially one written as an assignment)<FF>(linguistics) the form of a word after all affixes are removed<FF>
"But these themes are always interspersed with more fanciful ones : grimacing masks , weird animals , exuberant abstract patterns .",0,9,ones,NOUN,the smallest whole number or a numeral representing this number<FF>a single person or thing<FF>
"But these themes are always interspersed with more fanciful ones : grimacing masks , weird animals , exuberant abstract patterns .",0,12,masks,NOUN,a covering to disguise or conceal the face<FF>activity that tries to conceal something<FF>a party of guests wearing costumes and masks<FF>a protective covering worn over the face<FF>
"But these themes are always interspersed with more fanciful ones : grimacing masks , weird animals , exuberant abstract patterns .",0,15,animals,NOUN,a living organism characterized by voluntary movement<FF>
"But these themes are always interspersed with more fanciful ones : grimacing masks , weird animals , exuberant abstract patterns .",0,19,patterns,NOUN,a perceptual structure<FF>a customary way of operation or behavior<FF>a decorative or artistic work<FF>something regarded as a normative example<FF>a model considered worthy of imitation<FF>something intended as a guide for making something else<FF>the path that is prescribed for an airplane that is preparing to land at an airport<FF>graphical representation (in polar or Cartesian coordinates) of the spatial distribution of radiation from an antenna as a function of angle<FF>
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",0,5,11th-century,NOUN,11th-century<FF>
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",0,6,sculptors,NOUN,an artist who creates sculptures<FF>a faint constellation in the southern hemisphere near Phoenix and Cetus<FF>
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",0,12,piety,NOUN,righteousness by virtue of being pious<FF>
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",1,19,spirit,NOUN,the vital principle or animating force within living things<FF>the general atmosphere of a place or situation and the effect that it has on people<FF>a fundamental emotional and activating principle determining one's character<FF>any incorporeal supernatural being that can become visible (or audible) to human beings<FF>the state of a person's emotions (especially with regard to pleasure or dejection)<FF>the intended meaning of a communication<FF>animation and energy in action or expression<FF>an inclination or tendency of a certain kind<FF>
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",0,23,church,NOUN,one of the groups of Christians who have their own beliefs and forms of worship<FF>a place for public (especially Christian) worship<FF>a service conducted in a house of worship<FF>the body of people who attend or belong to a particular local church<FF>
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",0,28,one,NOUN,the smallest whole number or a numeral representing this number<FF>a single person or thing<FF>
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",0,32,village,NOUN,a community of people smaller than a town<FF>a settlement smaller than a town<FF>a mainly residential district of Manhattan; `the Village' became a home for many writers and artists in the 20th century<FF>
"I think those 10th- and 11th-century sculptors were motivated not just by piety but also by a certain competitive spirit : if a church was finer than the one in the next village , more pilgrims would surely pause there .",0,35,pilgrims,NOUN,someone who journeys in foreign lands<FF>one of the colonists from England who sailed to America on the Mayflower and founded the colony of Plymouth in New England in 1620<FF>someone who journeys to a sacred place as an act of religious devotion<FF>
Today 's attraction-merchants are doing no more to lure 20th-century tourists than their medieval forebears did for pilgrims .,0,0,Today,NOUN,the present time or age<FF>the day that includes the present moment (as opposed to yesterday or tomorrow)<FF>
Today 's attraction-merchants are doing no more to lure 20th-century tourists than their medieval forebears did for pilgrims .,1,2,attraction-merchants,NOUN,attraction-merchants<FF>
Today 's attraction-merchants are doing no more to lure 20th-century tourists than their medieval forebears did for pilgrims .,0,9,20th-century,NOUN,20th-century<FF>
Today 's attraction-merchants are doing no more to lure 20th-century tourists than their medieval forebears did for pilgrims .,0,10,tourists,NOUN,someone who travels for pleasure<FF>
Today 's attraction-merchants are doing no more to lure 20th-century tourists than their medieval forebears did for pilgrims .,1,14,forebears,NOUN,a person from whom you are descended<FF>
Today 's attraction-merchants are doing no more to lure 20th-century tourists than their medieval forebears did for pilgrims .,1,17,pilgrims,NOUN,someone who journeys in foreign lands<FF>one of the colonists from England who sailed to America on the Mayflower and founded the colony of Plymouth in New England in 1620<FF>someone who journeys to a sacred place as an act of religious devotion<FF>
Law : Always take along a friend to sue : Litigation can pay off even in the unlikeliest circumstances .,0,0,Law,NOUN,the collection of rules imposed by authority<FF>legal document setting forth rules governing a particular kind of activity<FF>a rule or body of rules of conduct inherent in human nature and essential to or binding upon human society<FF>a generalization that describes recurring facts or events in nature<FF>the branch of philosophy concerned with the law and the principles that lead courts to make the decisions they do<FF>the learned profession that is mastered by graduate study in a law school and that is responsible for the judicial system<FF>the force of policemen and officers<FF>
Law : Always take along a friend to sue : Litigation can pay off even in the unlikeliest circumstances .,0,6,friend,NOUN,a person you know well and regard with affection and trust<FF>an associate who provides cooperation or assistance<FF>a person with whom you are acquainted<FF>a person who backs a politician or a team etc.<FF>a member of the Religious Society of Friends founded by George Fox (the Friends have never called themselves Quakers)<FF>
Law : Always take along a friend to sue : Litigation can pay off even in the unlikeliest circumstances .,0,10,Litigation,NOUN,a legal proceeding in a court; a judicial contest to determine and enforce legal rights<FF>
Law : Always take along a friend to sue : Litigation can pay off even in the unlikeliest circumstances .,0,18,circumstances,NOUN,your overall circumstances or condition in life (including everything that happens to you)<FF>a person's financial situation (good or bad)<FF>a condition that accompanies or influences some event or activity<FF>the set of facts or circumstances that surround a situation or event<FF>information that should be kept in mind when making a decision<FF>formal ceremony about important occasions<FF>
WHEN things go wrong you can sue more often than you may think .,1,1,things,NOUN,any movable possession (especially articles of clothing)<FF>a special situation<FF>an action<FF>a special abstraction<FF>an artifact<FF>an event<FF>a vaguely specified concern<FF>a statement regarded as an object<FF>an entity that is not named specifically<FF>any attribute or quality considered as having its own existence<FF>a special objective<FF>a persistent illogical feeling of desire or aversion<FF>a separate and self-contained entity<FF>
Money may not have changed hands .,0,0,Money,NOUN,the most common medium of exchange; functions as legal tender<FF>wealth reckoned in terms of money<FF>the official currency issued by a government or national bank<FF>
Money may not have changed hands .,1,5,hands,NOUN,(with `in') guardianship over; in divorce cases it is the right to house and care for and discipline a child<FF>the force of workers available<FF>the (prehensile) extremity of the superior limb<FF>a hired laborer on a farm or ranch<FF>something written by hand<FF>ability<FF>a position given by its location to the side of an object<FF>the cards held in a card game by a given player at any given time<FF>one of two sides of an issue<FF>a rotating pointer on the face of a timepiece<FF>a unit of length equal to 4 inches; used in measuring horses<FF>a member of the crew of a ship<FF>a card player in a game of bridge<FF>a round of applause to signify approval<FF>terminal part of the forelimb in certain vertebrates (e.g. apes or kangaroos); - Springfield (Mass.) Union<FF>physical assistance<FF>
"As long as you can show that they owed you a legal duty to be careful and have been negligent , damages could come your way .",0,12,duty,NOUN,the social force that binds you to the courses of action demanded by that force; ; - John D.Rockefeller Jr<FF>work that you are obliged to perform for moral or legal reasons<FF>a government tax on imports or exports<FF>
"As long as you can show that they owed you a legal duty to be careful and have been negligent , damages could come your way .",0,21,damages,NOUN,a sum of money paid in compensation for loss or injury<FF>the occurrence of a change for the worse<FF>loss of military equipment<FF>the act of damaging something or someone<FF>the amount of money needed to purchase something<FF>any harm or injury resulting from a violation of a legal right<FF>
"As long as you can show that they owed you a legal duty to be careful and have been negligent , damages could come your way .",1,25,way,NOUN,how something is done or how it happens<FF>how a result is obtained or an end is achieved<FF>a line leading to a place or point<FF>the condition of things generally<FF>a course of conduct<FF>any artifact consisting of a road or path affording passage from one place to another<FF>a journey or passage<FF>space for movement<FF>the property of distance in general<FF>doing as one pleases or chooses<FF>a general category of things; used in the expression `in the way of'<FF>a portion of something divided into shares<FF>
There are a number of points to bear in mind .,0,3,number,NOUN,the property possessed by a sum or total or indefinite quantity of units or individuals<FF>a concept of quantity involving zero and units<FF>a short theatrical performance that is part of a longer program<FF>the number is used in calling a particular telephone<FF>a symbol used to represent a number<FF>one of a series published periodically<FF>a select company of people<FF>a numeral or string of numerals that is used for identification<FF>a clothing measurement<FF>the grammatical category for the forms of nouns and pronouns and verbs that are used depending on the number of entities involved (singular or dual or plural)<FF>an item of merchandise offered for sale<FF>
There are a number of points to bear in mind .,1,5,points,NOUN,a geometric element that has position but no extension<FF>the precise location of something; a spatially limited location<FF>a brief version of the essential meaning of something<FF>an isolated fact that is considered separately from the whole<FF>a specific identifiable position in a continuum or series or especially in a process<FF>an instant of time<FF>the object of an activity<FF>a V shape<FF>a very small circular shape<FF>the unit of counting in scoring a game or contest<FF>a promontory extending out into a large body of water<FF>a distinct part that can be specified separately in a group of things that could be enumerated on a list<FF>a style in speech or writing that arrests attention and has a penetrating or convincing quality or effect<FF>an outstanding characteristic<FF>sharp end<FF>any of 32 horizontal directions indicated on the card of a compass<FF>a linear unit used to measure the size of type; approximately 1/72 inch<FF>one percent of the total principal of a loan; it is paid at the time the loan is made and is independent of the interest on the loan<FF>a punctuation mark (.) placed at the end of a declarative sentence to indicate a full stop or after abbreviations<FF>a V-shaped mark at one end of an arrow pointer<FF>the dot at the left of a decimal fraction<FF>the property of a shape that tapers to a sharp tip<FF>a distinguishing or individuating characteristic<FF>the gun muzzle's direction<FF>a wall socket<FF>a contact in the distributor; as the rotor turns its projecting arm contacts them and current flows to the spark plugs<FF>
There are a number of points to bear in mind .,0,9,mind,NOUN,that which is responsible for one's thoughts and feelings; the seat of the faculty of reason<FF>recall or remembrance<FF>an opinion formed by judging something<FF>an important intellectual<FF>attention<FF>your intention; what you intend to do<FF>knowledge and intellectual ability<FF>
"Take up references before giving credit , lending money , letting in tenants , taking on staff .",0,2,references,NOUN,a remark that calls attention to something or someone<FF>a short note recognizing a source of information or of a quoted passage<FF>an indicator that orients you generally<FF>a book to which you can refer for authoritative facts<FF>a formal recommendation by a former employer to a potential future employer describing the person's qualifications and dependability<FF>the most direct or specific meaning of a word or expression; the class of objects that an expression refers to<FF>the act of referring or consulting<FF>a publication (or a passage from a publication) that is referred to<FF>(computer science) the code that identifies where a piece of information is stored<FF>the relation between a word or phrase and the object or idea it refers to<FF>
"Take up references before giving credit , lending money , letting in tenants , taking on staff .",0,5,credit,NOUN,"approval<FF>money available for a client to borrow<FF>an accounting entry acknowledging income or capital items<FF>used in the phrase `to your credit' in order to indicate an achievement deserving praise<FF>arrangement for deferred payment for goods and services<FF>recognition by a college or university that a course of studies has been successfully completed; typically measured in semester hours<FF>a short note recognizing a source of information or of a quoted passage<FF>an entry on a list of persons who contributed to a film or written work<FF>an estimate, based on previous dealings, of a person's or an organization's ability to fulfill their financial commitments<FF>"
"Take up references before giving credit , lending money , letting in tenants , taking on staff .",0,8,money,NOUN,the most common medium of exchange; functions as legal tender<FF>wealth reckoned in terms of money<FF>the official currency issued by a government or national bank<FF>
"Take up references before giving credit , lending money , letting in tenants , taking on staff .",0,12,tenants,NOUN,someone who pays rent to use land or a building or a car that is owned by someone else<FF>a holder of buildings or lands by any kind of title (as ownership or lease)<FF>any occupant who dwells in a place<FF>
"Take up references before giving credit , lending money , letting in tenants , taking on staff .",0,16,staff,NOUN,personnel who assist their superior in carrying out an assigned task<FF>a strong rod or stick with a specialized utilitarian purpose<FF>the body of teachers and administrators at a school<FF>building material consisting of plaster and hair; used to cover external surfaces of temporary structure (as at an exposition) or for decoration<FF>a rod carried as a symbol<FF>(music) the system of five horizontal lines on which the musical notes are written<FF>
"Ask banks , building societies , former landlords , present and past employers .",0,1,banks,NOUN,English botanist who accompanied Captain Cook on his first voyage to the Pacific Ocean (1743-1820)<FF>sloping land (especially the slope beside a body of water)<FF>a financial institution that accepts deposits and channels the money into lending activities<FF>a long ridge or pile<FF>an arrangement of similar objects in a row or in tiers<FF>a supply or stock held in reserve for future use (especially in emergencies)<FF>the funds held by a gambling house or the dealer in some gambling games<FF>a slope in the turn of a road or track; the outside is higher than the inside in order to reduce the effects of centrifugal force<FF>a container (usually with a slot in the top) for keeping money at home<FF>a building in which the business of banking transacted<FF>a flight maneuver; aircraft tips laterally about its longitudinal axis (especially in turning)<FF>
"Ask banks , building societies , former landlords , present and past employers .",0,3,building,NOUN,a structure that has a roof and walls and stands more or less permanently in one place<FF>the act of constructing something<FF>the commercial activity involved in repairing old structures or constructing new ones<FF>the occupants of a building<FF>
"Ask banks , building societies , former landlords , present and past employers .",0,4,societies,NOUN,an extended social group having a distinctive cultural and economic organization<FF>a formal association of people with similar interests<FF>the state of being with someone<FF>the fashionable elite<FF>
"Ask banks , building societies , former landlords , present and past employers .",0,7,landlords,NOUN,a landowner who leases to others<FF>
"Ask banks , building societies , former landlords , present and past employers .",0,12,employers,NOUN,a person or firm that employs workers<FF>
"If you rely to your detriment on a misleading reference which was given negligently , you should be able to sue the referee .",0,5,detriment,NOUN,a damage or loss<FF>
"If you rely to your detriment on a misleading reference which was given negligently , you should be able to sue the referee .",0,9,reference,NOUN,a remark that calls attention to something or someone<FF>a short note recognizing a source of information or of a quoted passage<FF>an indicator that orients you generally<FF>a book to which you can refer for authoritative facts<FF>a formal recommendation by a former employer to a potential future employer describing the person's qualifications and dependability<FF>the most direct or specific meaning of a word or expression; the class of objects that an expression refers to<FF>the act of referring or consulting<FF>a publication (or a passage from a publication) that is referred to<FF>(computer science) the code that identifies where a piece of information is stored<FF>the relation between a word or phrase and the object or idea it refers to<FF>
"If you rely to your detriment on a misleading reference which was given negligently , you should be able to sue the referee .",0,22,referee,NOUN,(sports) the chief official (as in boxing or American football) who is expected to ensure fair play<FF>someone who reads manuscripts and judges their suitability for publication<FF>an attorney appointed by a court to investigate and report on a case<FF>
"The subject of a bad reference can sue the referee for libel but has to show the referee was upto no good : spite , ill-will or some improper motive will do .",1,1,subject,NOUN,the subject matter of a conversation or discussion<FF>something (a person or object or scene) selected by an artist or photographer for graphic representation<FF>a branch of knowledge<FF>some situation or event that is thought about<FF>(grammar) one of the two main constituents of a sentence; the grammatical constituent about which something is predicated<FF>a person who is subjected to experimental or other observational procedures; someone who is an object of investigation<FF>a person who owes allegiance to that nation<FF>(logic) the first term of a proposition<FF>
"The subject of a bad reference can sue the referee for libel but has to show the referee was upto no good : spite , ill-will or some improper motive will do .",0,5,reference,NOUN,a remark that calls attention to something or someone<FF>a short note recognizing a source of information or of a quoted passage<FF>an indicator that orients you generally<FF>a book to which you can refer for authoritative facts<FF>a formal recommendation by a former employer to a potential future employer describing the person's qualifications and dependability<FF>the most direct or specific meaning of a word or expression; the class of objects that an expression refers to<FF>the act of referring or consulting<FF>a publication (or a passage from a publication) that is referred to<FF>(computer science) the code that identifies where a piece of information is stored<FF>the relation between a word or phrase and the object or idea it refers to<FF>
"The subject of a bad reference can sue the referee for libel but has to show the referee was upto no good : spite , ill-will or some improper motive will do .",0,9,referee,NOUN,(sports) the chief official (as in boxing or American football) who is expected to ensure fair play<FF>someone who reads manuscripts and judges their suitability for publication<FF>an attorney appointed by a court to investigate and report on a case<FF>
