0,1,2,3,4,5
Some nice results emerged from the study .,1,3,emerged,VERB,"come out into view, as from concealment<FF>come out of<FF>become known or apparent<FF>come up to the surface of or rise<FF>happen or occur as a result of something<FF>"
The event engraved itself into her memory .,1,2,engraved,VERB,"carve, cut, or etch into a material or surface<FF>impress or affect deeply<FF>carve or cut into a block used for printing or print from such a block<FF>carve or cut a design or letters into<FF>"
engrave the pen with the owner 's name .,0,0,engrave,VERB,"carve, cut, or etch into a material or surface<FF>impress or affect deeply<FF>carve or cut into a block used for printing or print from such a block<FF>carve or cut a design or letters into<FF>"
Please erase the formula on the blackboard -- it is wrong !,0,1,erase,VERB,remove from memory or existence<FF>remove by or as if by rubbing or erasing<FF>wipe out digitally or magnetically recorded information<FF>
Who erased the files form my hard disk ?,0,1,erased,VERB,remove from memory or existence<FF>remove by or as if by rubbing or erasing<FF>wipe out digitally or magnetically recorded information<FF>
Unrest erupted in the country .,1,1,erupted,VERB,start abruptly<FF>erupt or intensify suddenly<FF>start to burn or burst into flames<FF>break out<FF>become active and spew forth lava and rocks<FF>force out or release suddenly and often violently something pent up<FF>appear on the skin<FF>become raw or open<FF>
The tooth erupted and had to be extracted .,1,2,erupted,VERB,start abruptly<FF>erupt or intensify suddenly<FF>start to burn or burst into flames<FF>break out<FF>become active and spew forth lava and rocks<FF>force out or release suddenly and often violently something pent up<FF>appear on the skin<FF>become raw or open<FF>
A rash erupted on her arms after she had touched the exotic plant .,1,2,erupted,VERB,start abruptly<FF>erupt or intensify suddenly<FF>start to burn or burst into flames<FF>break out<FF>become active and spew forth lava and rocks<FF>force out or release suddenly and often violently something pent up<FF>appear on the skin<FF>become raw or open<FF>
We exploded the nuclear bomb .,0,1,exploded,VERB,"cause to burst with a violent release of energy<FF>burst outward, usually with noise<FF>show a violent emotional reaction<FF>be unleashed; emerge with violence or noise<FF>destroy by exploding<FF>cause to burst as a result of air pressure; of stop consonants like /p/, /t/, and /k/<FF>drive from the stage by noisy disapproval<FF>show (a theory or claim) to be baseless, or refute and make obsolete<FF>burst and release energy as through a violent chemical or physical reaction<FF>increase rapidly and in an uncontrolled manner<FF>"
The champagne bottle exploded .,0,3,exploded,VERB,"cause to burst with a violent release of energy<FF>burst outward, usually with noise<FF>show a violent emotional reaction<FF>be unleashed; emerge with violence or noise<FF>destroy by exploding<FF>cause to burst as a result of air pressure; of stop consonants like /p/, /t/, and /k/<FF>drive from the stage by noisy disapproval<FF>show (a theory or claim) to be baseless, or refute and make obsolete<FF>burst and release energy as through a violent chemical or physical reaction<FF>increase rapidly and in an uncontrolled manner<FF>"
The boss exploded when he heard of the resignation of the secretary .,1,2,exploded,VERB,"cause to burst with a violent release of energy<FF>burst outward, usually with noise<FF>show a violent emotional reaction<FF>be unleashed; emerge with violence or noise<FF>destroy by exploding<FF>cause to burst as a result of air pressure; of stop consonants like /p/, /t/, and /k/<FF>drive from the stage by noisy disapproval<FF>show (a theory or claim) to be baseless, or refute and make obsolete<FF>burst and release energy as through a violent chemical or physical reaction<FF>increase rapidly and in an uncontrolled manner<FF>"
The enemy exploded the bridge .,0,2,exploded,VERB,"cause to burst with a violent release of energy<FF>burst outward, usually with noise<FF>show a violent emotional reaction<FF>be unleashed; emerge with violence or noise<FF>destroy by exploding<FF>cause to burst as a result of air pressure; of stop consonants like /p/, /t/, and /k/<FF>drive from the stage by noisy disapproval<FF>show (a theory or claim) to be baseless, or refute and make obsolete<FF>burst and release energy as through a violent chemical or physical reaction<FF>increase rapidly and in an uncontrolled manner<FF>"
He fastened the lock onto the door .,0,1,fastened,VERB,cause to be firmly attached<FF>become fixed or fastened<FF>attach to<FF>make tight or tighter<FF>
This dress fastens in the back .,0,2,fastens,VERB,cause to be firmly attached<FF>become fixed or fastened<FF>attach to<FF>make tight or tighter<FF>
They fastened various nicknames to each other .,1,1,fastened,VERB,cause to be firmly attached<FF>become fixed or fastened<FF>attach to<FF>make tight or tighter<FF>
We ferment the grapes for a very long time to achieve high alcohol content .,0,1,ferment,VERB,be in an agitated or excited state<FF>work up into agitation or excitement<FF>cause to undergo fermentation<FF>go sour or spoil<FF>
fill the child with pride .,1,0,fill,VERB,"make full, also in a metaphorical sense<FF>become full<FF>occupy the whole of<FF>assume, as of positions or roles<FF>fill or meet a want or need<FF>appoint someone to (a position or a job)<FF>eat until one is sated<FF>fill to satisfaction<FF>plug with a substance<FF>"
The pool slowly filled with water .,0,3,filled,VERB,"make full, also in a metaphorical sense<FF>become full<FF>occupy the whole of<FF>assume, as of positions or roles<FF>fill or meet a want or need<FF>appoint someone to (a position or a job)<FF>eat until one is sated<FF>fill to satisfaction<FF>plug with a substance<FF>"
The liquid fills the container .,0,2,fills,VERB,"make full, also in a metaphorical sense<FF>become full<FF>occupy the whole of<FF>assume, as of positions or roles<FF>fill or meet a want or need<FF>appoint someone to (a position or a job)<FF>eat until one is sated<FF>fill to satisfaction<FF>plug with a substance<FF>"
The bird flapped its wings .,0,2,flapped,VERB,"move in a wavy pattern or with a rising and falling motion<FF>move noisily<FF>move with a thrashing motion<FF>move with a flapping motion<FF>make a fuss; be agitated<FF>pronounce with a flap, of alveolar sounds<FF>"
Every star seemed to flare with new intensity .,1,4,flare,VERB,"burn brightly<FF>become flared and widen, usually at one end<FF>shine with a sudden light<FF>erupt or intensify suddenly<FF>"
The lights were flashing .,0,3,flashing,VERB,gleam or glow intermittently<FF>appear briefly<FF>display proudly; act ostentatiously or pretentiously<FF>make known or cause to appear with great speed<FF>run or move very quickly or hastily<FF>expose or show briefly<FF>protect by covering with a thin sheet of metal<FF>emit a brief burst of light<FF>
The latest intelligence is flashed to all command posts .,1,4,flashed,VERB,gleam or glow intermittently<FF>appear briefly<FF>display proudly; act ostentatiously or pretentiously<FF>make known or cause to appear with great speed<FF>run or move very quickly or hastily<FF>expose or show briefly<FF>protect by covering with a thin sheet of metal<FF>emit a brief burst of light<FF>
he flashed a $ 100 bill .,1,1,flashed,VERB,gleam or glow intermittently<FF>appear briefly<FF>display proudly; act ostentatiously or pretentiously<FF>make known or cause to appear with great speed<FF>run or move very quickly or hastily<FF>expose or show briefly<FF>protect by covering with a thin sheet of metal<FF>emit a brief burst of light<FF>
A shooting star flashed and was gone .,0,3,flashed,VERB,gleam or glow intermittently<FF>appear briefly<FF>display proudly; act ostentatiously or pretentiously<FF>make known or cause to appear with great speed<FF>run or move very quickly or hastily<FF>expose or show briefly<FF>protect by covering with a thin sheet of metal<FF>emit a brief burst of light<FF>
He floated the logs down the river .,0,1,floated,VERB,"be in motion due to some air or water current<FF>be afloat either on or below a liquid surface and not sink to the bottom<FF>set afloat<FF>circulate or discuss tentatively; test the waters with<FF>move lightly, as if suspended<FF>put into the water<FF>make the surface of level or smooth<FF>allow (currencies) to fluctuate<FF>convert from a fixed point notation to a floating point notation<FF>"
The Republicans are floating the idea of a tax reform .,1,3,floating,VERB,"be in motion due to some air or water current<FF>be afloat either on or below a liquid surface and not sink to the bottom<FF>set afloat<FF>circulate or discuss tentatively; test the waters with<FF>move lightly, as if suspended<FF>put into the water<FF>make the surface of level or smooth<FF>allow (currencies) to fluctuate<FF>convert from a fixed point notation to a floating point notation<FF>"
The dancer floated across the stage .,1,2,floated,VERB,"be in motion due to some air or water current<FF>be afloat either on or below a liquid surface and not sink to the bottom<FF>set afloat<FF>circulate or discuss tentatively; test the waters with<FF>move lightly, as if suspended<FF>put into the water<FF>make the surface of level or smooth<FF>allow (currencies) to fluctuate<FF>convert from a fixed point notation to a floating point notation<FF>"
The government floated the ruble for a few months .,1,2,floated,VERB,"be in motion due to some air or water current<FF>be afloat either on or below a liquid surface and not sink to the bottom<FF>set afloat<FF>circulate or discuss tentatively; test the waters with<FF>move lightly, as if suspended<FF>put into the water<FF>make the surface of level or smooth<FF>allow (currencies) to fluctuate<FF>convert from a fixed point notation to a floating point notation<FF>"
The swollen river flooded the village .,0,3,flooded,VERB,"fill quickly beyond capacity; as with a liquid<FF>cover with liquid, usually water<FF>supply with an excess of<FF>become filled to overflowing<FF>"
flood the market with tennis shoes .,1,0,flood,VERB,"fill quickly beyond capacity; as with a liquid<FF>cover with liquid, usually water<FF>supply with an excess of<FF>become filled to overflowing<FF>"
Our basement flooded during the heavy rains .,0,2,flooded,VERB,"fill quickly beyond capacity; as with a liquid<FF>cover with liquid, usually water<FF>supply with an excess of<FF>become filled to overflowing<FF>"
The crowd flowed out of the stadium .,1,2,flowed,VERB,"move or progress freely as if in a stream<FF>move along, of liquids<FF>cause to flow<FF>be abundantly present<FF>fall or flow in a certain way<FF>cover or swamp with water<FF>undergo menstruation<FF>"
Water flowed into the cave .,0,1,flowed,VERB,"move or progress freely as if in a stream<FF>move along, of liquids<FF>cause to flow<FF>be abundantly present<FF>fall or flow in a certain way<FF>cover or swamp with water<FF>undergo menstruation<FF>"
The champagne flowed at the wedding .,1,2,flowed,VERB,"move or progress freely as if in a stream<FF>move along, of liquids<FF>cause to flow<FF>be abundantly present<FF>fall or flow in a certain way<FF>cover or swamp with water<FF>undergo menstruation<FF>"
The garbage flushed down the river .,0,2,flushed,VERB,"turn red, as if in embarrassment or shame<FF>flow freely<FF>glow or cause to glow with warm color or light<FF>make level or straight<FF>rinse, clean, or empty with a liquid<FF>irrigate with water from a sluice<FF>cause to flow or flood with or as if with water<FF>"
the sky flushed with rosy splendor .,1,2,flushed,VERB,"turn red, as if in embarrassment or shame<FF>flow freely<FF>glow or cause to glow with warm color or light<FF>make level or straight<FF>rinse, clean, or empty with a liquid<FF>irrigate with water from a sluice<FF>cause to flow or flood with or as if with water<FF>"
flush the wound with antibiotics .,1,0,flush,VERB,"turn red, as if in embarrassment or shame<FF>flow freely<FF>glow or cause to glow with warm color or light<FF>make level or straight<FF>rinse, clean, or empty with a liquid<FF>irrigate with water from a sluice<FF>cause to flow or flood with or as if with water<FF>"
form the young child 's character .,1,0,form,VERB,"create (as an entity)<FF>to compose or represent:<FF>develop into a distinctive entity<FF>give shape or form to<FF>make something, usually for a specific function<FF>establish or impress firmly in the mind<FF>assume a form or shape<FF>"
the water formed little beads .,0,2,formed,VERB,"create (as an entity)<FF>to compose or represent:<FF>develop into a distinctive entity<FF>give shape or form to<FF>make something, usually for a specific function<FF>establish or impress firmly in the mind<FF>assume a form or shape<FF>"
This writer really fractures the language .,1,3,fractures,VERB,"violate or abuse<FF>interrupt, break, or destroy<FF>break into pieces<FF>become fractured<FF>break (a bone)<FF>fracture a bone of<FF>"
These events could fracture the balance of power .,1,3,fracture,VERB,"violate or abuse<FF>interrupt, break, or destroy<FF>break into pieces<FF>become fractured<FF>break (a bone)<FF>fracture a bone of<FF>"
The pothole fractured a bolt on the axle .,0,2,fractured,VERB,"violate or abuse<FF>interrupt, break, or destroy<FF>break into pieces<FF>become fractured<FF>break (a bone)<FF>fracture a bone of<FF>"
"fuel aircraft , ships , and cars .",0,0,fuel,VERB,"provide with a combustible substance that provides energy<FF>provide with fuel<FF>take in fuel, as of a ship<FF>stimulate<FF>"
The tanker fueled in Bahrain .,0,2,fueled,VERB,"provide with a combustible substance that provides energy<FF>provide with fuel<FF>take in fuel, as of a ship<FF>stimulate<FF>"
fuel the debate on creationism .,1,0,fuel,VERB,"provide with a combustible substance that provides energy<FF>provide with fuel<FF>take in fuel, as of a ship<FF>stimulate<FF>"
The press was gagged .,1,3,gagged,VERB,prevent from speaking out<FF>be too tight; rub or press<FF>tie a gag around someone's mouth in order to silence them<FF>make jokes or quips<FF>struggle for breath; have insufficient oxygen intake<FF>cause to retch or choke<FF>make an unsuccessful effort to vomit; strain to vomit<FF>
The horse was galloping along .,0,3,galloping,VERB,ride at a galloping pace<FF>go at galloping speed<FF>cause to move at full gallop<FF>
The girl glared at the man who tried to make a pass at her .,0,2,glared,VERB,look at with a fixed gaze<FF>be sharply reflected<FF>shine intensely<FF>
The moon glared back at itself from the lake 's surface .,1,2,glared,VERB,look at with a fixed gaze<FF>be sharply reflected<FF>shine intensely<FF>
The sun glared down on us .,1,2,glared,VERB,look at with a fixed gaze<FF>be sharply reflected<FF>shine intensely<FF>
The fireflies were glowing and flying about in the garden .,0,3,glowing,VERB,"emit a steady even light without flames<FF>have a complexion with a strong bright color, such as red or pink<FF>shine intensely, as if with heat<FF>be exuberant or high-spirited<FF>experience a feeling of well-being or happiness, as from good health or an intense emotion<FF>"
Her face glowed when she came out of the sauna .,1,2,glowed,VERB,"emit a steady even light without flames<FF>have a complexion with a strong bright color, such as red or pink<FF>shine intensely, as if with heat<FF>be exuberant or high-spirited<FF>experience a feeling of well-being or happiness, as from good health or an intense emotion<FF>"
The coals were glowing in the dark .,0,3,glowing,VERB,"emit a steady even light without flames<FF>have a complexion with a strong bright color, such as red or pink<FF>shine intensely, as if with heat<FF>be exuberant or high-spirited<FF>experience a feeling of well-being or happiness, as from good health or an intense emotion<FF>"
Make the people 's hearts glow .,1,5,glow,VERB,"emit a steady even light without flames<FF>have a complexion with a strong bright color, such as red or pink<FF>shine intensely, as if with heat<FF>be exuberant or high-spirited<FF>experience a feeling of well-being or happiness, as from good health or an intense emotion<FF>"
The passenger grabbed for the oxygen mask .,0,2,grabbed,VERB,take hold of so as to seize or restrain or stop the motion of<FF>get hold of or seize quickly and easily<FF>make a grasping or snatching motion with the hand<FF>obtain illegally or unscrupulously<FF>take or grasp suddenly<FF>capture the attention or imagination of<FF>
She grabbed the child 's hand and ran out of the room .,0,1,grabbed,VERB,take hold of so as to seize or restrain or stop the motion of<FF>get hold of or seize quickly and easily<FF>make a grasping or snatching motion with the hand<FF>obtain illegally or unscrupulously<FF>take or grasp suddenly<FF>capture the attention or imagination of<FF>
This story will grab you .,1,3,grab,VERB,take hold of so as to seize or restrain or stop the motion of<FF>get hold of or seize quickly and easily<FF>make a grasping or snatching motion with the hand<FF>obtain illegally or unscrupulously<FF>take or grasp suddenly<FF>capture the attention or imagination of<FF>
The conversation gravitated towards politics .,1,2,gravitated,VERB,move toward<FF>be attracted to<FF>move due to the pull of gravitation<FF>
Boys gravitate towards girls at that age .,1,1,gravitate,VERB,move toward<FF>be attracted to<FF>move due to the pull of gravitation<FF>
The stars gravitate towards each other .,0,2,gravitate,VERB,move toward<FF>be attracted to<FF>move due to the pull of gravitation<FF>
grind the spices in a mortar .,0,0,grind,VERB,"press or grind with a crushing noise<FF>make a grating or grinding sound by rubbing together<FF>work hard<FF>dance by rotating the pelvis in an erotically suggestive way, often while in contact with one's partner such that the dancers' legs are interlaced<FF>reduce to small pieces or particles by pounding or abrading<FF>created by grinding<FF>shape or form by grinding<FF>"
His mind groped to make the connection .,1,2,groped,VERB,feel about uncertainly or blindly<FF>search blindly or uncertainly<FF>fondle for sexual pleasure<FF>
He made some sexual advances at the woman in his office and groped her repeatedly .,0,12,groped,VERB,feel about uncertainly or blindly<FF>search blindly or uncertainly<FF>fondle for sexual pleasure<FF>
There will be men guarding the horses .,0,4,guarding,VERB,to keep watch over<FF>watch over or shield from danger or harm; protect<FF>protect against a challenge or attack<FF>take precautions in order to avoid some unwanted consequence<FF>
Please guard my possessions while I 'm away .,0,1,guard,VERB,to keep watch over<FF>watch over or shield from danger or harm; protect<FF>protect against a challenge or attack<FF>take precautions in order to avoid some unwanted consequence<FF>
This vaccine will guard you against infection .,1,3,guard,VERB,to keep watch over<FF>watch over or shield from danger or harm; protect<FF>protect against a challenge or attack<FF>take precautions in order to avoid some unwanted consequence<FF>
The cooling lava continued to gutter toward lower ground .,0,5,gutter,VERB,"burn unsteadily, feebly, or low; flicker<FF>flow in small streams<FF>wear or cut gutters into<FF>provide with gutters<FF>"
Tears guttered down her face .,1,1,guttered,VERB,"burn unsteadily, feebly, or low; flicker<FF>flow in small streams<FF>wear or cut gutters into<FF>provide with gutters<FF>"
The heavy rain guttered the soil .,0,3,guttered,VERB,"burn unsteadily, feebly, or low; flicker<FF>flow in small streams<FF>wear or cut gutters into<FF>provide with gutters<FF>"
The roofer began to gutter the buildings .,0,4,gutter,VERB,"burn unsteadily, feebly, or low; flicker<FF>flow in small streams<FF>wear or cut gutters into<FF>provide with gutters<FF>"
The colors do n't harmonize .,1,4,harmonize,VERB,"go together<FF>write a harmony for<FF>sing or play in harmony<FF>bring (several things) into consonance or relate harmoniously<FF>bring into consonance or accord<FF>bring into consonance, harmony, or accord while making music or singing<FF>"
harmonize one 's goals with one 's abilities .,1,0,harmonize,VERB,"go together<FF>write a harmony for<FF>sing or play in harmony<FF>bring (several things) into consonance or relate harmoniously<FF>bring into consonance or accord<FF>bring into consonance, harmony, or accord while making music or singing<FF>"
He heaped him with work .,1,1,heaped,VERB,bestow in large quantities<FF>arrange in stacks<FF>fill to overflow<FF>
heap firewood around the fireplace .,0,0,heap,VERB,bestow in large quantities<FF>arrange in stacks<FF>fill to overflow<FF>
heap the platter with potatoes .,0,0,heap,VERB,bestow in large quantities<FF>arrange in stacks<FF>fill to overflow<FF>
Goering often hunted wild boars in Poland .,0,2,hunted,VERB,"pursue for food or sport (as of wild animals)<FF>pursue or chase relentlessly<FF>chase away, with as with force<FF>yaw back and forth about a flight path<FF>oscillate about a desired speed, position, or state to an undesirable extent<FF>seek, search for<FF>search (an area) for prey<FF>"
They hunted the unwanted immigrants out of the neighborhood .,1,1,hunted,VERB,"pursue for food or sport (as of wild animals)<FF>pursue or chase relentlessly<FF>chase away, with as with force<FF>yaw back and forth about a flight path<FF>oscillate about a desired speed, position, or state to an undesirable extent<FF>seek, search for<FF>search (an area) for prey<FF>"
The oscillator hunts about the correct frequency .,1,2,hunts,VERB,"pursue for food or sport (as of wild animals)<FF>pursue or chase relentlessly<FF>chase away, with as with force<FF>yaw back and forth about a flight path<FF>oscillate about a desired speed, position, or state to an undesirable extent<FF>seek, search for<FF>search (an area) for prey<FF>"
This exercise will hurt your back .,0,3,hurt,VERB,be the source of pain<FF>give trouble or pain to<FF>cause emotional anguish or make miserable<FF>cause damage or affect negatively<FF>hurt the feelings of<FF>feel physical pain<FF>feel pain or be in pain<FF>
Our business was hurt by the new competition .,1,3,hurt,VERB,be the source of pain<FF>give trouble or pain to<FF>cause emotional anguish or make miserable<FF>cause damage or affect negatively<FF>hurt the feelings of<FF>feel physical pain<FF>feel pain or be in pain<FF>
Great heat can ignite almost any dry matter .,0,3,ignite,VERB,cause to start burning; subject to fire or great heat<FF>start to burn or burst into flames<FF>arouse or excite feelings and passions<FF>
Marsh gases ignited suddenly .,0,2,ignited,VERB,cause to start burning; subject to fire or great heat<FF>start to burn or burst into flames<FF>arouse or excite feelings and passions<FF>
The ostentatious way of living of the rich ignites the hatred of the poor .,1,8,ignites,VERB,cause to start burning; subject to fire or great heat<FF>start to burn or burst into flames<FF>arouse or excite feelings and passions<FF>
only few plants can immigrate to the island .,1,4,immigrate,VERB,migrate to a new environment<FF>introduce or send as immigrants<FF>come into a new country and change residency<FF>
Many people immigrated at the beginning of the 20th century .,0,2,immigrated,VERB,migrate to a new environment<FF>introduce or send as immigrants<FF>come into a new country and change residency<FF>
She inclined her head to the student .,0,1,inclined,VERB,"have a tendency or disposition to do or be something; be inclined<FF>bend or turn (one's ear) towards a speaker in order to listen well<FF>lower or bend (the head or upper body), as in a nod or bow<FF>be at an angle<FF>feel favorably disposed or willing<FF>make receptive or willing towards an action or attitude or belief<FF>"
Their language inclines us to believe them .,1,2,inclines,VERB,"have a tendency or disposition to do or be something; be inclined<FF>bend or turn (one's ear) towards a speaker in order to listen well<FF>lower or bend (the head or upper body), as in a nod or bow<FF>be at an angle<FF>feel favorably disposed or willing<FF>make receptive or willing towards an action or attitude or belief<FF>"
Your children have infected you with this head cold .,0,3,infected,VERB,communicate a disease to<FF>contaminate with a disease or microorganism<FF>corrupt with ideas or an ideology<FF>affect in a contagious way<FF>
society was infected by racism .,1,2,infected,VERB,communicate a disease to<FF>contaminate with a disease or microorganism<FF>corrupt with ideas or an ideology<FF>affect in a contagious way<FF>
His laughter infects everyone who is in the same room .,1,2,infects,VERB,communicate a disease to<FF>contaminate with a disease or microorganism<FF>corrupt with ideas or an ideology<FF>affect in a contagious way<FF>
The charges were inflated .,1,3,inflated,VERB,"exaggerate or make bigger<FF>fill with gas or air<FF>cause prices to rise by increasing the available currency or credit<FF>increase the amount or availability of, creating a rise in value<FF>become inflated<FF>"
The war inflated the economy .,1,2,inflated,VERB,"exaggerate or make bigger<FF>fill with gas or air<FF>cause prices to rise by increasing the available currency or credit<FF>increase the amount or availability of, creating a rise in value<FF>become inflated<FF>"
inflate the currency .,1,0,inflate,VERB,"exaggerate or make bigger<FF>fill with gas or air<FF>cause prices to rise by increasing the available currency or credit<FF>increase the amount or availability of, creating a rise in value<FF>become inflated<FF>"
I inherited a castle from my French grandparents .,0,1,inherited,VERB,obtain from someone after their death<FF>receive from a predecessor<FF>receive by genetic transmission<FF>
The new chairman inherited many problems from the previous chair .,1,3,inherited,VERB,obtain from someone after their death<FF>receive from a predecessor<FF>receive by genetic transmission<FF>
I inherited my good eyesight from my mother .,0,1,inherited,VERB,obtain from someone after their death<FF>receive from a predecessor<FF>receive by genetic transmission<FF>
We injected the glucose into the patient 's vein .,0,1,injected,VERB,give an injection to<FF>to introduce (a new aspect or element)<FF>force or drive (a fluid or gas) into by piercing<FF>take by injection<FF>feed intravenously<FF>to insert between other elements<FF>
He injected new life into the performance .,1,1,injected,VERB,give an injection to<FF>to introduce (a new aspect or element)<FF>force or drive (a fluid or gas) into by piercing<FF>take by injection<FF>feed intravenously<FF>to insert between other elements<FF>
inject hydrogen into the balloon .,0,0,inject,VERB,give an injection to<FF>to introduce (a new aspect or element)<FF>force or drive (a fluid or gas) into by piercing<FF>take by injection<FF>feed intravenously<FF>to insert between other elements<FF>
We interrupt the program for the following messages .,0,1,interrupt,VERB,make a break in<FF>destroy the peace or tranquility of<FF>interfere in someone else's activity<FF>terminate<FF>
She interrupted her pregnancy .,1,1,interrupted,VERB,make a break in<FF>destroy the peace or tranquility of<FF>interfere in someone else's activity<FF>terminate<FF>
"Hitler invaded Poland on September 1 , 1939 .",0,1,invaded,VERB,"march aggressively into another's territory by military force for the purposes of conquest and occupation<FF>to intrude upon, infringe, encroach on, violate<FF>occupy in large numbers or live on a host<FF>penetrate or assault, in a harmful or injurious way<FF>"
This new colleague invades my territory .,1,3,invades,VERB,"march aggressively into another's territory by military force for the purposes of conquest and occupation<FF>to intrude upon, infringe, encroach on, violate<FF>occupy in large numbers or live on a host<FF>penetrate or assault, in a harmful or injurious way<FF>"
The cancer had invaded her lungs .,1,3,invaded,VERB,"march aggressively into another's territory by military force for the purposes of conquest and occupation<FF>to intrude upon, infringe, encroach on, violate<FF>occupy in large numbers or live on a host<FF>penetrate or assault, in a harmful or injurious way<FF>"
The driver jammed the brake pedal to the floor .,0,2,jammed,VERB,press tightly together or cram<FF>push down forcibly<FF>crush or bruise<FF>interfere with or prevent the reception of signals<FF>get stuck and immobilized<FF>crowd or pack to capacity<FF>block passage through<FF>
the mechanism jammed .,0,2,jammed,VERB,press tightly together or cram<FF>push down forcibly<FF>crush or bruise<FF>interfere with or prevent the reception of signals<FF>get stuck and immobilized<FF>crowd or pack to capacity<FF>block passage through<FF>
juggle an account so as to hide a deficit .,1,0,juggle,VERB,"influence by slyness<FF>manipulate by or as if by moving around components<FF>deal with simultaneously<FF>throw, catch, and keep in the air several things simultaneously<FF>hold with difficulty and balance insecurely<FF>"
She had to juggle her job and her children .,1,3,juggle,VERB,"influence by slyness<FF>manipulate by or as if by moving around components<FF>deal with simultaneously<FF>throw, catch, and keep in the air several things simultaneously<FF>hold with difficulty and balance insecurely<FF>"
the player juggled the ball .,0,2,juggled,VERB,"influence by slyness<FF>manipulate by or as if by moving around components<FF>deal with simultaneously<FF>throw, catch, and keep in the air several things simultaneously<FF>hold with difficulty and balance insecurely<FF>"
key one 's actions to the voters ' prevailing attitude .,1,0,key,VERB,"identify as in botany or biology, for example<FF>provide with a key<FF>vandalize a car by scratching the sides with a key<FF>regulate the musical pitch of<FF>harmonize with or adjust to<FF>"
The boy kicked the dog .,0,2,kicked,VERB,"drive or propel with the foot<FF>thrash about or strike out with the feet<FF>strike with the foot<FF>kick a leg up<FF>spring back, as from a forceful thrust<FF>stop consuming<FF>make a goal<FF>express complaints, discontent, displeasure, or unhappiness<FF>"
The gun kicked back into my shoulder .,0,2,kicked,VERB,"drive or propel with the foot<FF>thrash about or strike out with the feet<FF>strike with the foot<FF>kick a leg up<FF>spring back, as from a forceful thrust<FF>stop consuming<FF>make a goal<FF>express complaints, discontent, displeasure, or unhappiness<FF>"
He kited many checks .,1,1,kited,VERB,increase the amount (of a check) fraudulently<FF>get credit or money by using a bad check<FF>soar or fly like a kite<FF>fly a kite<FF>supply with a set of articles or tools<FF>
The businessman kited millions of dollars .,1,2,kited,VERB,increase the amount (of a check) fraudulently<FF>get credit or money by using a bad check<FF>soar or fly like a kite<FF>fly a kite<FF>supply with a set of articles or tools<FF>
The pilot kited for a long time over the mountains .,0,2,kited,VERB,increase the amount (of a check) fraudulently<FF>get credit or money by using a bad check<FF>soar or fly like a kite<FF>fly a kite<FF>supply with a set of articles or tools<FF>
The bird landed on the highest branch .,0,2,landed,VERB,reach or come to rest<FF>cause to come to the ground<FF>bring into a different state<FF>bring ashore<FF>deliver (a blow)<FF>arrive on shore<FF>shoot at and force to come down<FF>
the pilot managed to land the airplane safely .,0,4,land,VERB,reach or come to rest<FF>cause to come to the ground<FF>bring into a different state<FF>bring ashore<FF>deliver (a blow)<FF>arrive on shore<FF>shoot at and force to come down<FF>
this may land you in jail .,1,2,land,VERB,reach or come to rest<FF>cause to come to the ground<FF>bring into a different state<FF>bring ashore<FF>deliver (a blow)<FF>arrive on shore<FF>shoot at and force to come down<FF>
The drug smugglers landed the heroin on the beach of the island .,0,3,landed,VERB,reach or come to rest<FF>cause to come to the ground<FF>bring into a different state<FF>bring ashore<FF>deliver (a blow)<FF>arrive on shore<FF>shoot at and force to come down<FF>
He landed several blows on his opponent 's head .,1,1,landed,VERB,reach or come to rest<FF>cause to come to the ground<FF>bring into a different state<FF>bring ashore<FF>deliver (a blow)<FF>arrive on shore<FF>shoot at and force to come down<FF>
The ship landed in Pearl Harbor .,0,2,landed,VERB,reach or come to rest<FF>cause to come to the ground<FF>bring into a different state<FF>bring ashore<FF>deliver (a blow)<FF>arrive on shore<FF>shoot at and force to come down<FF>
lay the books on the table .,0,0,lay,VERB,"put into a certain place or abstract location<FF>put in a horizontal position<FF>prepare or position for action or operation<FF>lay eggs<FF>impose as a duty, burden, or punishment<FF>be located or situated somewhere; occupy a certain position<FF>be lying, be prostrate; be in a horizontal position<FF>originate (in)<FF>be and remain in a particular state or condition<FF>tell an untruth; pretend with intent to deceive<FF>have a place in relation to something else<FF>assume a reclining position<FF>"
lay the foundation for a new health care plan .,1,0,lay,VERB,"put into a certain place or abstract location<FF>put in a horizontal position<FF>prepare or position for action or operation<FF>lay eggs<FF>impose as a duty, burden, or punishment<FF>be located or situated somewhere; occupy a certain position<FF>be lying, be prostrate; be in a horizontal position<FF>originate (in)<FF>be and remain in a particular state or condition<FF>tell an untruth; pretend with intent to deceive<FF>have a place in relation to something else<FF>assume a reclining position<FF>"
lay a responsibility on someone .,1,0,lay,VERB,"put into a certain place or abstract location<FF>put in a horizontal position<FF>prepare or position for action or operation<FF>lay eggs<FF>impose as a duty, burden, or punishment<FF>be located or situated somewhere; occupy a certain position<FF>be lying, be prostrate; be in a horizontal position<FF>originate (in)<FF>be and remain in a particular state or condition<FF>tell an untruth; pretend with intent to deceive<FF>have a place in relation to something else<FF>assume a reclining position<FF>"
The news were leaked to the paper .,1,3,leaked,VERB,tell anonymously<FF>be leaked<FF>enter or escape as through a hole or crack or fissure<FF>have an opening that allows light or substances to enter or go out<FF>
